Generated by http://statistics.gov.scot,2022-08-01T11:46:37+00:00,
http://statistics.gov.scot/id/statistical-geography/S01010531,Badenoch and Strathspey South - 01,7
http://statistics.gov.scot/id/statistical-geography/S01010532,Badenoch and Strathspey South - 02,1
http://statistics.gov.scot/id/statistical-geography/S01010533,Badenoch and Strathspey South - 03,18
http://statistics.gov.scot/id/statistical-geography/S01010534,Badenoch and Strathspey South - 04,16
http://statistics.gov.scot/id/statistical-geography/S01010535,Badenoch and Strathspey South - 05,1
http://statistics.gov.scot/id/statistical-geography/S01010088,Baillieston East - 01,4
http://statistics.gov.scot/id/statistical-geography/S01010089,Baillieston East - 02,12
http://statistics.gov.scot/id/statistical-geography/S01010090,Baillieston East - 03,8
http://statistics.gov.scot/id/statistical-geography/S01010091,Baillieston East - 04,4
http://statistics.gov.scot/id/statistical-geography/S01010092,Baillieston East - 05,13
http://statistics.gov.scot/id/statistical-geography/S01010093,Baillieston East - 06,12
http://statistics.gov.scot/id/statistical-geography/S01010083,Baillieston West - 01,4
http://statistics.gov.scot/id/statistical-geography/S01010084,Baillieston West - 02,8
http://statistics.gov.scot/id/statistical-geography/S01010085,Baillieston West - 03,6
http://statistics.gov.scot/id/statistical-geography/S01010086,Baillieston West - 04,11
http://statistics.gov.scot/id/statistical-geography/S01010087,Baillieston West - 05,5
http://statistics.gov.scot/id/statistical-geography/S01009298,Balbridgeburn North,7
http://statistics.gov.scot/id/statistical-geography/S01009300,Balbridgeburn South,7
http://statistics.gov.scot/id/statistical-geography/S01008417,Balerno and Bonnington Village - 01,3
http://statistics.gov.scot/id/statistical-geography/S01008418,Balerno and Bonnington Village - 02,3
http://statistics.gov.scot/id/statistical-geography/S01008419,Balerno and Bonnington Village - 03,7
http://statistics.gov.scot/id/statistical-geography/S01008420,Balerno and Bonnington Village - 04,8
http://statistics.gov.scot/id/statistical-geography/S01008421,Balerno and Bonnington Village - 05,14
http://statistics.gov.scot/id/statistical-geography/S01008422,Balerno and Bonnington Village - 06,11
http://statistics.gov.scot/id/statistical-geography/S01008423,Balerno and Bonnington Village - 07,3
http://statistics.gov.scot/id/statistical-geography/S01008424,Balerno and Bonnington Village - 08,5
http://statistics.gov.scot/id/statistical-geography/S01009605,Balfarg,5
http://statistics.gov.scot/id/statistical-geography/S01009604,Balfarg South,9
http://statistics.gov.scot/id/statistical-geography/S01013009,Balfron and Drymen - 01,11
http://statistics.gov.scot/id/statistical-geography/S01013010,Balfron and Drymen - 02,2
http://statistics.gov.scot/id/statistical-geography/S01013011,Balfron and Drymen - 03,14
http://statistics.gov.scot/id/statistical-geography/S01013012,Balfron and Drymen - 04,20
http://statistics.gov.scot/id/statistical-geography/S01013013,Balfron and Drymen - 05,14
http://statistics.gov.scot/id/statistical-geography/S01013014,Balfron and Drymen - 06,11
http://statistics.gov.scot/id/statistical-geography/S01007834,Balgay - 01,14
http://statistics.gov.scot/id/statistical-geography/S01007835,Balgay - 02,19
http://statistics.gov.scot/id/statistical-geography/S01007836,Balgay - 03,16
http://statistics.gov.scot/id/statistical-geography/S01007837,Balgay - 04,15
http://statistics.gov.scot/id/statistical-geography/S01007838,Balgay - 05,15
http://statistics.gov.scot/id/statistical-geography/S01009593,Balgeddie North,3
http://statistics.gov.scot/id/statistical-geography/S01009591,Balgeddie South,3
http://statistics.gov.scot/id/statistical-geography/S01006781,Balgownie and Donmouth East - 01,14
http://statistics.gov.scot/id/statistical-geography/S01006782,Balgownie and Donmouth East - 02,11
http://statistics.gov.scot/id/statistical-geography/S01006783,Balgownie and Donmouth East - 03,15
http://statistics.gov.scot/id/statistical-geography/S01006784,Balgownie and Donmouth East - 04,11
http://statistics.gov.scot/id/statistical-geography/S01006775,Balgownie and Donmouth West - 01,7
http://statistics.gov.scot/id/statistical-geography/S01006776,Balgownie and Donmouth West - 02,14
http://statistics.gov.scot/id/statistical-geography/S01006777,Balgownie and Donmouth West - 03,19
http://statistics.gov.scot/id/statistical-geography/S01006778,Balgownie and Donmouth West - 04,20
http://statistics.gov.scot/id/statistical-geography/S01006779,Balgownie and Donmouth West - 05,14
http://statistics.gov.scot/id/statistical-geography/S01006780,Balgownie and Donmouth West - 06,14
http://statistics.gov.scot/id/statistical-geography/S01008875,Balgreen and Roseburn - 01,19
http://statistics.gov.scot/id/statistical-geography/S01008876,Balgreen and Roseburn - 02,17
http://statistics.gov.scot/id/statistical-geography/S01008877,Balgreen and Roseburn - 03,15
http://statistics.gov.scot/id/statistical-geography/S01008878,Balgreen and Roseburn - 04,14
http://statistics.gov.scot/id/statistical-geography/S01008879,Balgreen and Roseburn - 05,14
http://statistics.gov.scot/id/statistical-geography/S01008880,Balgreen and Roseburn - 06,16
http://statistics.gov.scot/id/statistical-geography/S01009433,Ballingry Central,9
http://statistics.gov.scot/id/statistical-geography/S01009432,Ballingry East,7
http://statistics.gov.scot/id/statistical-geography/S01009434,Ballingry South,9
http://statistics.gov.scot/id/statistical-geography/S01009435,Ballingry West,6
http://statistics.gov.scot/id/statistical-geography/S01013228,Balloch - 01,19
http://statistics.gov.scot/id/statistical-geography/S01013229,Balloch - 02,12
http://statistics.gov.scot/id/statistical-geography/S01013230,Balloch - 03,13
http://statistics.gov.scot/id/statistical-geography/S01013231,Balloch - 04,12
http://statistics.gov.scot/id/statistical-geography/S01013232,Balloch - 05,16
http://statistics.gov.scot/id/statistical-geography/S01013233,Balloch - 06,10
http://statistics.gov.scot/id/statistical-geography/S01013234,Balloch - 07,7
http://statistics.gov.scot/id/statistical-geography/S01013235,Balloch - 08,14
http://statistics.gov.scot/id/statistical-geography/S01013236,Balloch - 09,8
http://statistics.gov.scot/id/statistical-geography/S01011782,Balloch East - 01,6
http://statistics.gov.scot/id/statistical-geography/S01011783,Balloch East - 02,6
http://statistics.gov.scot/id/statistical-geography/S01011784,Balloch East - 03,8
http://statistics.gov.scot/id/statistical-geography/S01011785,Balloch East - 04,8
http://statistics.gov.scot/id/statistical-geography/S01011777,Balloch West - 01,7
http://statistics.gov.scot/id/statistical-geography/S01011778,Balloch West - 02,5
http://statistics.gov.scot/id/statistical-geography/S01011779,Balloch West - 03,5
http://statistics.gov.scot/id/statistical-geography/S01011780,Balloch West - 04,6
http://statistics.gov.scot/id/statistical-geography/S01011781,Balloch West - 05,4
http://statistics.gov.scot/id/statistical-geography/S01011798,Balmalloch - 01,20
http://statistics.gov.scot/id/statistical-geography/S01011799,Balmalloch - 02,13
http://statistics.gov.scot/id/statistical-geography/S01011800,Balmalloch - 03,19
http://statistics.gov.scot/id/statistical-geography/S01011801,Balmalloch - 04,13
http://statistics.gov.scot/id/statistical-geography/S01011802,Balmalloch - 05,18
http://statistics.gov.scot/id/statistical-geography/S01011803,Balmalloch - 06,8
http://statistics.gov.scot/id/statistical-geography/S01006952,Balmedie and Potterton - 01,2
http://statistics.gov.scot/id/statistical-geography/S01006953,Balmedie and Potterton - 02,2
http://statistics.gov.scot/id/statistical-geography/S01006954,Balmedie and Potterton - 03,2
http://statistics.gov.scot/id/statistical-geography/S01006955,Balmedie and Potterton - 04,3
http://statistics.gov.scot/id/statistical-geography/S01006956,Balmedie and Potterton - 05,3
http://statistics.gov.scot/id/statistical-geography/S01006957,Balmedie and Potterton - 06,2
http://statistics.gov.scot/id/statistical-geography/S01009744,Balmullo North,2
http://statistics.gov.scot/id/statistical-geography/S01009745,Balmullo South,8
http://statistics.gov.scot/id/statistical-geography/S01010194,Balornock - 01,14
http://statistics.gov.scot/id/statistical-geography/S01010195,Balornock - 02,12
http://statistics.gov.scot/id/statistical-geography/S01010196,Balornock - 03,17
http://statistics.gov.scot/id/statistical-geography/S01010197,Balornock - 04,17
http://statistics.gov.scot/id/statistical-geography/S01010198,Balornock - 05,14
http://statistics.gov.scot/id/statistical-geography/S01006859,Banchory East - 01,5
http://statistics.gov.scot/id/statistical-geography/S01006860,Banchory East - 02,10
http://statistics.gov.scot/id/statistical-geography/S01006861,Banchory East - 03,4
http://statistics.gov.scot/id/statistical-geography/S01006862,Banchory East - 04,9
http://statistics.gov.scot/id/statistical-geography/S01006863,Banchory East - 05,6
http://statistics.gov.scot/id/statistical-geography/S01006864,Banchory East - 06,4
http://statistics.gov.scot/id/statistical-geography/S01006865,Banchory West - 01,18
http://statistics.gov.scot/id/statistical-geography/S01006866,Banchory West - 02,11
http://statistics.gov.scot/id/statistical-geography/S01006867,Banchory West - 03,11
http://statistics.gov.scot/id/statistical-geography/S01006868,Banchory West - 04,7
http://statistics.gov.scot/id/statistical-geography/S01006848,Banchory-Devenick and Findon - 01,2
http://statistics.gov.scot/id/statistical-geography/S01006849,Banchory-Devenick and Findon - 02,6
http://statistics.gov.scot/id/statistical-geography/S01006850,Banchory-Devenick and Findon - 03,9
http://statistics.gov.scot/id/statistical-geography/S01006851,Banchory-Devenick and Findon - 04,20
http://statistics.gov.scot/id/statistical-geography/S01006852,Banchory-Devenick and Findon - 05,2
http://statistics.gov.scot/id/statistical-geography/S01007032,Banff - 01,18
http://statistics.gov.scot/id/statistical-geography/S01007033,Banff - 02,15
http://statistics.gov.scot/id/statistical-geography/S01007034,Banff - 03,18
http://statistics.gov.scot/id/statistical-geography/S01007035,Banff - 04,15
http://statistics.gov.scot/id/statistical-geography/S01007036,Banff - 05,11
http://statistics.gov.scot/id/statistical-geography/S01012870,Bankhead South - 01,10
http://statistics.gov.scot/id/statistical-geography/S01012871,Bankhead South - 02,18
http://statistics.gov.scot/id/statistical-geography/S01012872,Bankhead South - 03,18
http://statistics.gov.scot/id/statistical-geography/S01012873,Bankhead South - 04,13
http://statistics.gov.scot/id/statistical-geography/S01009071,"Banknock, Haggs and Longcroft - 01",3
http://statistics.gov.scot/id/statistical-geography/S01009072,"Banknock, Haggs and Longcroft - 02",6
http://statistics.gov.scot/id/statistical-geography/S01009073,"Banknock, Haggs and Longcroft - 03",11
http://statistics.gov.scot/id/statistical-geography/S01009074,"Banknock, Haggs and Longcroft - 04",8
http://statistics.gov.scot/id/statistical-geography/S01009075,"Banknock, Haggs and Longcroft - 05",10
http://statistics.gov.scot/id/statistical-geography/S01009076,"Banknock, Haggs and Longcroft - 06",4
http://statistics.gov.scot/id/statistical-geography/S01013270,Bankton and Murieston - 01,3
http://statistics.gov.scot/id/statistical-geography/S01013271,Bankton and Murieston - 02,3
http://statistics.gov.scot/id/statistical-geography/S01013272,Bankton and Murieston - 03,3
http://statistics.gov.scot/id/statistical-geography/S01013273,Bankton and Murieston - 04,10
http://statistics.gov.scot/id/statistical-geography/S01013274,Bankton and Murieston - 05,14
http://statistics.gov.scot/id/statistical-geography/S01013275,Bankton and Murieston - 06,8
http://statistics.gov.scot/id/statistical-geography/S01013276,Bankton and Murieston - 07,6
http://statistics.gov.scot/id/statistical-geography/S01013037,Bannockburn - 01,7
http://statistics.gov.scot/id/statistical-geography/S01013038,Bannockburn - 02,15
http://statistics.gov.scot/id/statistical-geography/S01013039,Bannockburn - 03,8
http://statistics.gov.scot/id/statistical-geography/S01013040,Bannockburn - 04,16
http://statistics.gov.scot/id/statistical-geography/S01013041,Bannockburn - 05,14
http://statistics.gov.scot/id/statistical-geography/S01012557,Barassie - 01,6
http://statistics.gov.scot/id/statistical-geography/S01012558,Barassie - 02,14
http://statistics.gov.scot/id/statistical-geography/S01012559,Barassie - 03,18
http://statistics.gov.scot/id/statistical-geography/S01012560,Barassie - 04,8
http://statistics.gov.scot/id/statistical-geography/S01012561,Barassie - 05,9
http://statistics.gov.scot/id/statistical-geography/S01012562,Barassie - 06,16
http://statistics.gov.scot/id/statistical-geography/S01010123,Barlanark - 01,5
http://statistics.gov.scot/id/statistical-geography/S01010124,Barlanark - 02,7
http://statistics.gov.scot/id/statistical-geography/S01010125,Barlanark - 03,12
http://statistics.gov.scot/id/statistical-geography/S01010126,Barlanark - 04,11
http://statistics.gov.scot/id/statistical-geography/S01010127,Barlanark - 05,11
http://statistics.gov.scot/id/statistical-geography/S01010128,Barlanark - 06,5
http://statistics.gov.scot/id/statistical-geography/S01010129,Barlanark - 07,6
http://statistics.gov.scot/id/statistical-geography/S01010130,Barlanark - 08,10
http://statistics.gov.scot/id/statistical-geography/S01008041,Barloch - 01,12
http://statistics.gov.scot/id/statistical-geography/S01008042,Barloch - 02,9
http://statistics.gov.scot/id/statistical-geography/S01008043,Barloch - 03,5
http://statistics.gov.scot/id/statistical-geography/S01008044,Barloch - 04,6
http://statistics.gov.scot/id/statistical-geography/S01010199,Barmulloch - 01,13
http://statistics.gov.scot/id/statistical-geography/S01010200,Barmulloch - 02,15
http://statistics.gov.scot/id/statistical-geography/S01010201,Barmulloch - 03,15
http://statistics.gov.scot/id/statistical-geography/S01010202,Barmulloch - 04,13
http://statistics.gov.scot/id/statistical-geography/S01007768,Barnhill - 01,13
http://statistics.gov.scot/id/statistical-geography/S01007769,Barnhill - 02,13
http://statistics.gov.scot/id/statistical-geography/S01007770,Barnhill - 03,14
http://statistics.gov.scot/id/statistical-geography/S01007771,Barnhill - 04,12
http://statistics.gov.scot/id/statistical-geography/S01007772,Barnhill - 05,11
http://statistics.gov.scot/id/statistical-geography/S01007773,Barnhill - 06,6
http://statistics.gov.scot/id/statistical-geography/S01008944,"Barnton, Cammo and Cramond South - 01",6
